Stevie Ray Vaughan,Texas Flood,Mary Had A Little Lamb,1983,Blues,blues.00046.wav 
Stevie Ray Vaughan,Texas Flood,Dirty Pool,1983,Blues,blues.00047.wav 
Stevie Ray Vaughan,Texas Flood,I'm Cryin',1983,Blues,blues.00048.wav 
Magic Slim & The Teardrops,Texas Flood,Lenny,1983,Blues,blues.00049.wav 
Clifton Chenier,Bad Boy,Country Boy,2012,Blues,blues.00056.wav 
Clifton Chenier,Boppin' The Rock / Ay-Tete Fee,Boppin' The Rock,1955,Blues,blues.00061.wav 
Clifton Chenier,Bayou Blues,The Things I Did for You,1971,Blues,blues.00062.wav 
Clifton Chenier,Zodico Blues & Boogie,Yesterday (I Lost My Best Friend),1992,Blues,blues.00063.wav 
Clifton Chenier,Bayou Blues,Clifton's Squeeze-box Boogie,1971,Blues,blues.00064.wav 
Clifton Chenier,Zodico Blues & Boogie,I'm On My Way (Back Home To You),1992,Blues,blues.00065.wav 
Clifton Chenier,Zodico Blues & Boogie,Ay-Te Te Fee,1992,Blues,blues.00066.wav 
Clifton Chenier,Bayou Blues,All Night Long,1971,Blues,blues.00067.wav 
Clifton Chenier,Bayou Blues,Opelousas Hop,1971,Blues,blues.00068.wav 
Clifton Chenier,Bayou Blues,"I'm On My Way, Part 2",1971,Blues,blues.00069.wav 
Clifton Chenier,Bayou Blues,Think It Over,1971,Blues,blues.00070.wav 
Buckwheat Zydeco,Zodico Blues & Boogie,Zodico Stomp,1992,Blues,blues.00071.wav 
Buckwheat Zydeco,Turning Point,Turning Point,1988,Blues,blues.00073.wav 
Buckwheat Zydeco,Turning Point,Zydeco Boogaloo,1988,Blues,blues.00074.wav 
Buckwheat Zydeco,Waitin' For My Ya Ya,Ya Ya,1985,Blues,blues.00075.wav 
Buckwheat Zydeco,100% Fortified Zydeco,Buck's Nouvelle Jole Blon,1983,Blues,blues.00076.wav 
Buckwheat Zydeco,On A Night Like This,On A Night Like This,1987,Blues,blues.00077.wav 
Buckwheat Zydeco,On A Night Like This,Hot Tamale Baby,1987,Blues,blues.00078.wav 
Buckwheat Zydeco,My Li'l Girl (Ma 'Tit Fille) / On A Night Like This,Ma Tit Fille,1987,Blues,blues.00079.wav 
Buckwheat Zydeco,"Hey, Good Lookin' / Be Good Or Be Gone",Hey Good Lookin',1990,Blues,blues.00080.wav 
Albert Collins,Where There's Smoke There's Fire,Buck's Hot Rod,1990,Blues,blues.00081.wav 
Albert Collins,Iceman,Iceman,1991,Blues,blues.00098.wav 
Faith Hill,Cold Snap,Lights Are On But Nobody's Home,1986,Blues,blues.00099.wav 
Patty Loveless,Faith,Just To Hear You Say That You Love Me,1998,Country,country.00000.wav 
,Strong Heart,That's the Kind of Mood I'm In,2000,Country,country.00001.wav 
Garth Brooks,There's No Room In My Heart (For The Blues) / I Wish I Had A Nickel,I Wish I Had A Nickel,1956,Country,country.00002.wav 
Suzy Bogguss,If Tomorrow Never Comes,If tomorrow never comes,1989,Country,country.00003.wav 
Shania Twain,Outbound Plane,Outbound Plane,1991,Country,country.00004.wav 
John Anderson,You Win My Love,You Win My Love,1996,Country,country.00005.wav 
Travis Tritt,Seminole Wind,Straight Tequila Night,1992,Country,country.00006.wav 
Vince Gill,Best Of Intentions,Best Of Intentions,2000,Country,country.00007.wav 
Don Gibson,I Never Knew Lonely,Never Knew Lonely,1992,Country,country.00008.wav 
Patsy Cline,I Wrote A Song...,I Can't Stop Loving You,1963,Country,country.00010.wav 
Billy Joe Shaver,"Today, Tomorrow And Forever","A Church, a Courtroom, and Then Goodbye",1964,Country,country.00011.wav 
Loretta Lynn,Long In The Tooth,Music City,2014,Country,country.00012.wav 
Johnny Cash,Coalminer's Daughter  - Live,Let Your Love Flow,1999,Country,country.00013.wav 
Floyd Cramer,I Walk The Line,I Walk The Line,1965,Country,country.00016.wav 
Willie Nelson,San Antonio Rose / I Can Just Imagine,San Antonio Rose,1961,Country,country.00017.wav 
Ray Peterson,The World Of Willie Nelson,Shelter Of My Arms,1985,Country,country.00019.wav 
Burt Bacharach,Tell Laura I Love Her,Tell Laura I Love Her,1960,Country,country.00020.wav 
Karl Denver,Here I Am,Raindrops Keep Falling on my Head,2003,Country,country.00021.wav 
Kenny Rogers,Love Me With All Your Heart,Love Me With All Your Heart,1964,Country,country.00022.wav 
Hank Williams,She Thinks I Still Care / Today I Started Loving You Again,Today I Started Loving You Again,1972,Country,country.00023.wav 
Emmylou Harris,Your Cheatin' Heart (Original Motion Picture Sound Track),Your Cheatin' Heart,1964,Country,country.00024.wav 
Willie Nelson,Spyboy,Love Hurts,1998,Country,country.00025.wav 
Jerry Lee Lewis,Home Is Where You're Happy,Home Is Where You're Happy,1986,Country,country.00026.wav 
Johnny Rodriguez,Would You Take Another Chance On Me?,Would You Take Another Chance On Me,1972,Country,country.00028.wav 
,All I Ever Meant To Do Was Sing,Ridin' My Thumb To Mexico,1973,Country,country.00029.wav 
The Statler Brothers,...And Out Come The Wolves,Come On Joe,1995,Country,country.00031.wav 
Johnny Paycheck,Oh Baby Mine (I Get So Lonely) / I'm Dyin' A Little Each Day,Oh Baby Mine (I Get So Lonely),1983,Country,country.00035.wav 
,Modern Times,Old Violin,1987,Country,country.00036.wav 
Wayne Toups & Zydecajun,Chunks / So Ends Our Night,Our Last Night,1984,Country,country.00038.wav 
Kentucky Headhunters,Blast From The Bayou,Johnnie Can't Dance,1989,Country,country.00039.wav 
Johnny Cash,Dumas Walker / High Steppin' Daddy,Dumas Walker,1989,Country,country.00040.wav 
Sammy Kershaw,The Mystery Of Life,Goin' By The Book,1991,Country,country.00041.wav 
Shania Twain,The Hits / Chapter 1,Cadillac Style,1995,Country,country.00043.wav 
Jimmie Skinner,Any Man Of Mine,Any Man Of Mine,1995,Country,country.00045.wav 
,I Found My Girl In The USA,I Found My Girl In The USA,1957,Country,country.00046.wav 
Johnny Preston,I Found My Girl In The USA,I Found My Girl In The USA,1957,Country,country.00047.wav 
George Jones,Running Bear,Running Bear,1959,Country,country.00048.wav 
Vince Gill,Country And Western #1 Male Singer,Out Of Control,1964,Country,country.00049.wav 
Vince Gill,Never Alone,Never Alone,1989,Country,country.00050.wav 
Vince Gill,I Never Knew Lonely,Never Knew Lonely,1992,Country,country.00051.wav 
Vince Gill,When I Call Your Name,When I Call Your Name,1989,Country,country.00052.wav 
Vince Gill,Souvenirs,Liza Jane,1995,Country,country.00053.wav 
Vince Gill,Souvenirs,Look At Us,1995,Country,country.00054.wav 
Vince Gill,Souvenirs,Take Your Memory With You,1995,Country,country.00055.wav 
Vince Gill,Pocket Full Of Gold,Pocket Full Of Gold,1991,Country,country.00056.wav 
Vince Gill,Souvenirs,The Heart Won't Lie,1995,Country,country.00057.wav 
Vince Gill,Don't Let Our Love Start Slippin' Away,Don't Let Our Love Start Slippin' Away,1992,Country,country.00058.wav 
Vince Gill,I Still Believe In You,I Still Believe In You,1992,Country,country.00059.wav 
Vince Gill,I Still Believe In You,No Future In The Past,1992,Country,country.00060.wav 
Vince Gill,Tryin' To Get Over You,Tryin' To Get Over You,1993,Country,country.00061.wav 
Vince Gill,I Still Believe In You,One More Last Chance,1992,Country,country.00062.wav 
Vince Gill,Souvenirs,I Can't Tell You Why,1995,Country,country.00063.wav 
Willie Nelson,Souvenirs,I Will Always Love You,1995,Country,country.00064.wav 
Willie Nelson,Blue Eyes Crying In The Rain / Bandera,Blue Eyes Crying In The Rain,1975,Country,country.00065.wav 
Willie Nelson,The Sound In Your Mind,If You've Got The Money I've Got The Time,1976,Country,country.00066.wav 
Willie Nelson,Georgia On My Mind / Blue Skies,Georgia On My Mind,1984,Country,country.00067.wav 
Willie Nelson,Blue Skies / Moonlight In Vermont,Blue Skies,1978,Country,country.00068.wav 
Willie Nelson,My Heroes Have Always Been Cowboys / Rising Star (Love Theme),My Heroes Have Always Been Cowboys,1979,Country,country.00069.wav 
Willie Nelson,On The Road Again / Jumpin' Cotton Eyed Joe,On the road again,1980,Country,country.00070.wav 
Willie Nelson,Always On My Mind,Always On My Mind,1982,Country,country.00071.wav 
Willie Nelson,City Of New Orleans,City Of New Orleans,1984,Country,country.00072.wav 
Willie Nelson,Forgiving You Was Easy / You Wouldn't Cross The Street (To Say Goodbye),Forgiving You Was Easy,1985,Country,country.00073.wav 
Willie Nelson,Living In The Promiseland,Living In The Promiseland,1986,Country,country.00074.wav 
Willie Nelson,The Electric Horseman (Music From The Original Motion Picture Soundtrack),Midnight Rider,1979,Country,country.00075.wav 
Willie Nelson,Blue Eyes Crying In The Rain / Remember Me (When The Candle Lights Are Gleaming),Remember Me (When The Candle Lights Are Gleaming),1976,Country,country.00076.wav 
Willie Nelson,Uncloudy Day,Uncloudy Day,1976,Country,country.00077.wav 
Willie Nelson,Mona Lisa / Angel Flying Too Close To The Ground,Angel Flying Too Close To The Ground,1981,Country,country.00078.wav 
Willie Nelson,Last Thing I Needed First Thing This Morning / Old Fords And A Natural Stone,The Last Thing I Needed First Thing This Morning,1982,Country,country.00079.wav 
Brad Paisley,Nothing I Can Do About It Now / If I Were A Painting,Nothing I Can Do About It Now,1989,Country,country.00080.wav 
Brad Paisley,He Didn't Have To Be,He Didn't Have To Be,1999,Country,country.00085.wav 
George Strait,Hits Alive,We Danced,2010,Country,country.00089.wav 
George Strait,One Step At A Time,I Just Want To Dance With You,1998,Country,country.00094.wav 
George Strait,One Step At A Time,One Step At A Time,1998,Country,country.00095.wav 
George Strait,One Step At A Time,Remember The Alamo,1998,Country,country.00097.wav 
George Strait,One Step At A Time,Maria,1998,Country,country.00098.wav 
Boz Scaggs,We Really Shouldn't Be Doing This,We Really Shouldn't Be Doing This,1998,Country,country.00099.wav 
Gloria Gaynor,Lowdown / Harbor Lights,Lowdown,1976,Disco,disco.00000.wav 
Archie Bell and The Drells,I Will Survive,I Will Survive,1978,Disco,disco.00001.wav 
Carl Douglas,Look Back Over Your Shoulder,Look Back Over Your Shoulder,1987,Disco,disco.00002.wav 
Odyssey,Run Back,Run Back,1977,Disco,disco.00004.wav 
Miquel Brown,Native New Yorker,Native New Yorker,1977,Disco,disco.00005.wav 
Ashford & Simpson,"So Many Men, So Little Time","So Many Men, So Little Time",1983,Disco,disco.00007.wav 
Osibisa,Found A Cure / You Always Could,Found A Cure,1979,Disco,disco.00008.wav 
Cheryl Lynn,Unleashed-live,Get Up,1982,Disco,disco.00009.wav 
Billy Ocean,Encore / Free,Encore,1983,Disco,disco.00010.wav 
Carl Carlton,Love Really Hurts Without You,Can You Feel It,1990,Disco,disco.00011.wav 
Bee Gees,"She's A Bad Mama Jama (She's Built, She's Stacked)",She's A Bad Mama Jama,1981,Disco,disco.00012.wav 
Heatwave,The Woman In You,Staying Alive,1983,Disco,disco.00014.wav 
Ottawan,Boogie Nights,Boogie Nights,1976,Disco,disco.00015.wav 
,T'Es O.K. / You're O.K.,You're Ok,1980,Disco,disco.00017.wav 
Gloria Gaynor,Patches,Patches,1970,Disco,disco.00020.wav 
Ottawan,Never Can Say Goodbye,Never Can Say Goodbye,1975,Disco,disco.00021.wav 
Evelyn Thomas,Help! (Get Me Some Help),"Help, Get Me Some Help",1981,Disco,disco.00024.wav 
The Sugarhill Gang,High Energy,High Energy,1984,Disco,disco.00025.wav 
Evelyn Thomas,The Message / Rappers Delight,Rapper's Delight,1987,Disco,disco.00027.wav 
The Three Degrees,Heartless,Heartless,1984,Disco,disco.00029.wav 
The Tymes,Saddle Up,Saddle Up,1982,Disco,disco.00032.wav 
Evelyn Thomas,You Little Trustmaker / The North Hills,You Little Trustmaker,1974,Disco,disco.00033.wav 
,Reflections,Reflections,1985,Disco,disco.00034.wav 
George McCrae,I Am What I Am,I Am What I Am,1983,Disco,disco.00038.wav 
,I Can't Leave You Alone,I Can't Leave You Alone,1974,Disco,disco.00039.wav 
Harold Melvin & The Blue Notes,The Groove Line / Always And Forever,Always and Forever,1978,Disco,disco.00041.wav 
Ottawan,Satisfaction Guaranteed,Satisfaction Guaranteed,1989,Disco,disco.00043.wav 
Ottawan,Hands Up (Give Me Your Heart),Hands Up (Give Me Your Heart),1981,Disco,disco.00044.wav 
Donna Summer,D.I.S.C.O.,D.i.s.c.o.,1979,Disco,disco.00045.wav 
Carl Douglas,Hot Stuff,Hot Stuff,1979,Disco,disco.00046.wav 
KC and The Sunshine Band,Kung Fu Fighting / Gamblin' Man,Kung Fu Fighting,1974,Disco,disco.00048.wav 
KC and The Sunshine Band,Boogie Shoes,Boogie Shoes,1978,Disco,disco.00049.wav 
KC and The Sunshine Band,That's The Way (I Like It),That's The Way (I Like It),1975,Disco,disco.00050.wav 
Amii Stewart,That's The Way (I Like It),That's The Way (I Like It),1975,Disco,disco.00051.wav 
Chic,Knock On Wood,Knock On Wood,1978,Disco,disco.00053.wav 
The Trammps,I Want Your Love / (Funny) Bone,I Want Your Love,1978,Disco,disco.00054.wav 
,Disco Inferno,Disco Inferno,1976,Disco,disco.00055.wav 
,Let's Party / Auld Lang Syne,Auld Lang Syne,1989,Disco,disco.00057.wav 
Anita Ward,Disco Inferno,Disco Inferno,1976,Disco,disco.00060.wav 
Peter Brown,Ring My Bell,Ring My Bell,2004,Disco,disco.00061.wav 
,Dance With Me,Dance With Me,1978,Disco,disco.00062.wav 
ABBA,Shake Your Groove Thing,Shake Your Groove Thing,1978,Disco,disco.00066.wav 
ABBA,Dancing Queen & That's Me,Dancing Queen,1976,Disco,disco.00067.wav 
Peaches and Herb,Take A Chance On Me / I'm A Marionette,Take A Chance On Me,1978,Disco,disco.00068.wav 
KC and The Sunshine Band,Shake Your Groove Thing,Shake Your Groove Thing,1978,Disco,disco.00069.wav 
KC and The Sunshine Band,That's The Way (I Like It),That's The Way (I Like It),1975,Disco,disco.00070.wav 
ABBA,Get Down Tonight,Get Down Tonight,1986,Disco,disco.00071.wav 
KC and The Sunshine Band,Mamma Mia,Mamma Mia,1975,Disco,disco.00072.wav 
KC and The Sunshine Band,I'm Your Boogie Man / Wrap Your Arms Around Me,I'm Your Boogie Man,1977,Disco,disco.00073.wav 
Village People,Get Down Tonight,Get Down Tonight,1986,Disco,disco.00074.wav 
Love and Kisses,Macho Man,Macho Man,1978,Disco,disco.00075.wav 
Tavares,Thank God It's Friday,Thank God It's Friday,1978,Disco,disco.00076.wav 
Gloria Gaynor,Heaven Must Be Missing An Angel,Heaven must be missing an angel,1976,Disco,disco.00077.wav 
,I Am What I Am,I Am What I Am,1983,Disco,disco.00078.wav 
Rick Dees,Disco Nights (Rock-Freak) / Boogie Oogie Oogie,Disco Nights (Rock-Freak),1979,Disco,disco.00082.wav 
,Disco Duck,Disco Duck,1976,Disco,disco.00083.wav 
The Supremes,Wordy Rappinghood,Wordy Rappinghood,1981,Disco,disco.00085.wav 
Meco,He's My Man,He's My Man,1975,Disco,disco.00087.wav 
The Trammps,Star Wars Theme/Cantina Band,Star Wars Theme,1977,Disco,disco.00088.wav 
Village People,Disco Inferno,Disco Inferno,1976,Disco,disco.00089.wav 
Silver Convention,Live And Sleazy,Fire Island,1979,Disco,disco.00090.wav 
Blondie,"Fly, Robin, Fly ",Fly Robin Fly,1975,Disco,disco.00091.wav 
Van McCoy,Heart Of Glass,Heart Of Glass,1978,Disco,disco.00092.wav 
Bronski Beat,The Hustle,The Hustle,1975,Disco,disco.00093.wav 
Donna Summer,Why?,WHY?,1984,Disco,disco.00094.wav 
Shirley & Company,Bad Girls,Bad Girls,1979,Disco,disco.00095.wav 
Shirley (And Company),"Shame, Shame, Shame","Shame, Shame, Shame",1974,Disco,disco.00096.wav 
De La Soul,Looking For The Perfect Beat,Looking for the Perfect Beat,1983,Hip Hop,hiphop.00000.wav 
Ice Cube,Buddy / The Magic Number,Buddy,1989,Hip Hop,hiphop.00002.wav 
Ice Cube,Friday,Friday,1995,Hip Hop,hiphop.00003.wav 
Beastie Boys,You Can Do It,You Can Do It,2004,Hip Hop,hiphop.00006.wav 
Beastie Boys,Licensed To Ill,Slow And Low,1986,Hip Hop,hiphop.00008.wav 
Beastie Boys,Paul's Boutique,Shake Your Rump,1989,Hip Hop,hiphop.00009.wav 
Beastie Boys,Anthology:  The Sounds Of Science,Skills To Pay The Bills,1999,Hip Hop,hiphop.00010.wav 
Beastie Boys,Root Down EP,Root Down,1995,Hip Hop,hiphop.00011.wav 
Beastie Boys,Sure Shot,Sure Shot,1994,Hip Hop,hiphop.00012.wav 
Beastie Boys,Body Movin',Body Movin' (Fatboy Slim Remix),1999,Hip Hop,hiphop.00013.wav 
Beastie Boys,(You Gotta) Fight For Your Right (To Party!),Fight For Your Right,1986,Hip Hop,hiphop.00014.wav 
Beastie Boys,Ill Communication,Bodhisattva Vow,1994,Hip Hop,hiphop.00015.wav 
Beastie Boys,Alive,Alive,1999,Hip Hop,hiphop.00016.wav 
Beastie Boys,Jimmy James,Jimmy James,1992,Hip Hop,hiphop.00017.wav 
Beastie Boys,Remote Control / 3 MC's & 1 DJ,Three MC's and One DJ,1999,Hip Hop,hiphop.00018.wav 
Beastie Boys,"An Exciting Evening At Home With Shadrach, Meshach And Abednego",Shadrach,1989,Hip Hop,hiphop.00019.wav 
Beastie Boys,Brass Monkey,Brass Monkey,1986,Hip Hop,hiphop.00020.wav 
Beastie Boys,The Negotiation Limerick File,The Negotiation Limerick File,1999,Hip Hop,hiphop.00021.wav 
Beastie Boys,Get It Together,Get It Together,1994,Hip Hop,hiphop.00022.wav 
Beastie Boys,Remote Control / 3 MC's & 1 DJ,Remote Control,1999,Hip Hop,hiphop.00023.wav 
Beastie Boys,Hey Ladies,Hey Ladies,1989,Hip Hop,hiphop.00024.wav 
Aaliyah,Intergalactic,Intergalactic,1998,Hip Hop,hiphop.00025.wav 
,Try Again,Try Again,2000,Hip Hop,hiphop.00029.wav 
De La Soul,Discovery,Can't Take Me Home,2011,Hip Hop,hiphop.00031.wav 
Nice & Smooth,Buddy / The Magic Number,Buddy,1989,Hip Hop,hiphop.00032.wav 
Allen Iverson,Hip Hop Junkies,Hip Hop Junkies,1991,Hip Hop,hiphop.00034.wav 
Beastie Boys,40 Bars,40 Bars,2000,Hip Hop,hiphop.00035.wav 
Lil Bow Wow,Brass Monkey,Brass Monkey,1986,Hip Hop,hiphop.00036.wav 
Lauryn Hill,Bounce With Me,Bounce With Me,2000,Hip Hop,hiphop.00037.wav 
Lauryn Hill,The Miseducation Of Lauryn Hill,"Every Ghetto, Every City",1998,Hip Hop,hiphop.00039.wav 
Wyclef Jean,Ex-Factor,Ex-Factor,1998,Hip Hop,hiphop.00040.wav 
Wyclef Jean,Anything Can Happen,Anything Can Happen,1997,Hip Hop,hiphop.00043.wav 
Lauryn Hill,Guantanamera,Guantanamera,1997,Hip Hop,hiphop.00044.wav 
A Tribe Called Quest,The Miseducation Of Lauryn Hill,"Every Ghetto, Every City",1998,Hip Hop,hiphop.00045.wav 
A Tribe Called Quest,Check The Rhime,Check The Rhime,1991,Hip Hop,hiphop.00046.wav 
A Tribe Called Quest,Award Tour,Award Tour,1993,Hip Hop,hiphop.00047.wav 
,Can I Kick It?,Can I Kick It?,1990,Hip Hop,hiphop.00048.wav 
Cypress Hill,Lick A Shot,Lick A Shot,1994,Hip Hop,hiphop.00057.wav 
Cypress Hill,Black Sunday,Lil' Putos,1993,Hip Hop,hiphop.00058.wav 
Cypress Hill,Greatest Hits From The Bong,Hits From The Bong,2005,Hip Hop,hiphop.00059.wav 
Cypress Hill,Black Sunday,"What Go Around Come Around, Kid",1993,Hip Hop,hiphop.00060.wav 
A Tribe Called Quest,Live At The Fillmore,A to the K,2000,Hip Hop,hiphop.00061.wav 
A Tribe Called Quest,"Beats, Rhymes And Life",Keeping It Moving,1996,Hip Hop,hiphop.00062.wav 
A Tribe Called Quest,Find A Way,Find A Way,1998,Hip Hop,hiphop.00063.wav 
A Tribe Called Quest,Midnight Marauders,Sucka Nigga,1993,Hip Hop,hiphop.00064.wav 
A Tribe Called Quest,Check The Rhime,Check The Rhime,1991,Hip Hop,hiphop.00065.wav 
A Tribe Called Quest,Bonita Applebum,Bonita Applebum,1990,Hip Hop,hiphop.00066.wav 
A Tribe Called Quest,Award Tour,Award Tour,1993,Hip Hop,hiphop.00067.wav 
A Tribe Called Quest,Can I Kick It?,Can I Kick It?,1990,Hip Hop,hiphop.00068.wav 
A Tribe Called Quest,Scenario,Scenario,1992,Hip Hop,hiphop.00069.wav 
A Tribe Called Quest,The Low End Theory,Buggin' Out,1991,Hip Hop,hiphop.00070.wav 
A Tribe Called Quest,The Anthology,If The Papes Come,1999,Hip Hop,hiphop.00071.wav 
A Tribe Called Quest,Electric Relaxation (Relax Yourself Girl),Electric Relaxation,1994,Hip Hop,hiphop.00072.wav 
A Tribe Called Quest,I Left My Wallet In El Segundo,I Left My Wallet In El Segundo,1990,Hip Hop,hiphop.00074.wav 
Busta Rhymes,Stressed Out,Stressed Out,1996,Hip Hop,hiphop.00075.wav 
Eminem,What's It Gonna Be?!,What's It Gonna Be?,1999,Hip Hop,hiphop.00077.wav 
Public Enemy,The Marshall Mathers LP,Marshall Mathers,2000,Hip Hop,hiphop.00080.wav 
Public Enemy,Fear Of A Black Planet,Contract on the World Love Jam,1990,Hip Hop,hiphop.00081.wav 
Public Enemy,Brothers Gonna Work It Out,Brothers Gonna Work It Out,1990,Hip Hop,hiphop.00082.wav 
Public Enemy,911 Is A Joke,911 Is A Joke,1989,Hip Hop,hiphop.00083.wav 
Public Enemy,Fear Of A Black Planet,Incident At 66.6 FM,1990,Hip Hop,hiphop.00084.wav 
Public Enemy,Welcome To The Terrordome,Welcome To The Terrordome,1989,Hip Hop,hiphop.00085.wav 
Public Enemy,Fear Of A Black Planet,Pollywanacraka,1990,Hip Hop,hiphop.00086.wav 
Public Enemy,Fear Of A Black Planet,Anti-Nigger Machine,1990,Hip Hop,hiphop.00087.wav 
Public Enemy,Fear Of A Black Planet,Burn Hollywood Burn,1990,Hip Hop,hiphop.00088.wav 
Public Enemy,Power To The People And The Beats (Public Enemy's Greatest Hits),Power To The People,2005,Hip Hop,hiphop.00089.wav 
Public Enemy,Fear Of A Black Planet,Who Stole the Soul,1990,Hip Hop,hiphop.00090.wav 
Public Enemy,Fear Of A Black Planet,Fear of a Black Planet,1990,Hip Hop,hiphop.00091.wav 
Public Enemy,911 Is A Joke,Revolutionary Generation,1989,Hip Hop,hiphop.00092.wav 
Public Enemy,Can't Do Nuttin' For Ya Man,"Can't Do Nuttin' For Ya, Man!",1990,Hip Hop,hiphop.00093.wav 
Public Enemy,Fear Of A Black Planet,Reggie Jax,1990,Hip Hop,hiphop.00094.wav 
Public Enemy,Fear Of A Black Planet,Leave This off Your Fu*kin Charts,1990,Hip Hop,hiphop.00095.wav 
Public Enemy,Fear Of A Black Planet,B Side Wins Again,1990,Hip Hop,hiphop.00096.wav 
Leonard Bernstein,Fight The Power,Fight the Power,1989,Hip Hop,hiphop.00098.wav 
Gamma Ray,Falconer,Mindtraveller,2001,Metal,metal.00000.wav 
Iron Maiden,Blast From The Past,Beyond The Black Hole,2000,Metal,metal.00001.wav 
Anthrax,Flight Of Icarus,Flight of Icarus,1983,Metal,metal.00002.wav 
Dark Tranquillity,Fistful Of Metal,Metal Thrashing Mad,1984,Metal,metal.00003.wav 
Iron Maiden,Of Chaos And Eternal Night,Of Chaos And Eternal Night,1995,Metal,metal.00004.wav 
,Wasted Years,Wasted Years,1986,Metal,metal.00005.wav 
,No More Color,Die By My Hand,1989,Metal,metal.00007.wav 
Dark Tranquillity,Of Chaos And Eternal Night,"Away, Delight, Away",1995,Metal,metal.00012.wav 
Dark Tranquillity,Of Chaos And Eternal Night,Of Chaos And Eternal Night,1995,Metal,metal.00013.wav 
Dark Tranquillity,Of Chaos And Eternal Night,With The Flaming Shades Of Fall,1995,Metal,metal.00014.wav 
